PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,CONTINENT_NAME,COUNTRY_ALPHA_3_CODE,COUNTRY_SHORT_NAME,Month
116765,8/23/2020,Asia,QAT,Qatar,August
8277,8/23/2020,Asia,TJK,Tajikistan,August
487,8/23/2020,Asia,TWN,Taiwan,August
6660,8/23/2020,Asia,MDV,Maldives,August
306370,8/23/2020,Asia,SAU,Saudi Arabia,August
155,8/23/2020,Asia,BTN,Bhutan,August
22,8/23/2020,Asia,LAO,Laos,August
292625,8/23/2020,Asia,BGD,Bangladesh,August
26,8/23/2020,Asia,TLS,Timor Leste,August
298,8/23/2020,Asia,MNG,Mongolia,August
24707,8/23/2020,Asia,PSE,Palestine,August
37999,8/23/2020,Asia,AFG,Afghanistan,August
1014,8/23/2020,Asia,VNM,Vietnam,August
56266,8/23/2020,Asia,SGP,Singapore,August
187249,8/23/2020,Asia,PHL,Philippines,August
290360,8/22/2020,Asia,BGD,Bangladesh,August
1906,8/22/2020,Asia,YEM,Yemen,August
30483,8/22/2020,Asia,NPL,Nepal,August
79269,8/22/2020,Asia,KWT,Kuwait,August
42703,8/22/2020,Asia,KGZ,Kyrgyzstan,August
38231,8/22/2020,Asia,UZB,Uzbekistan,August
83769,8/22/2020,Asia,OMN,Oman,August
1009,8/22/2020,Asia,VNM,Vietnam,August
60733,8/22/2020,Asia,JPN,Japan,August
143,8/22/2020,Asia,BRN,Brunei Darussalam,August
6564,8/22/2020,Asia,MDV,Maldives,August
66193,8/22/2020,Asia,ARE,United Arab Emirates,August
126243,8/22/2020,Asia,KAZ,Kazakhstan,August
2941,8/22/2020,Asia,LKA,Sri Lanka,August
56216,8/22/2020,Asia,SGP,Singapore,August
89616,8/22/2020,Asia,CHN,China,August
22,8/22/2020,Asia,LAO,Laos,August
1532,8/22/2020,Asia,JOR,Jordan,August
354764,8/22/2020,Asia,IRN,Iran,August
24398,8/22/2020,Asia,PSE,Palestine,August
298,8/22/2020,Asia,MNG,Mongolia,August
9249,8/22/2020,Asia,MYS,Malaysia,August
292174,8/22/2020,Asia,PAK,Pakistan,August
487,8/22/2020,Asia,TWN,Taiwan,August
153,8/22/2020,Asia,BTN,Bhutan,August
100716,8/22/2020,Asia,ISR,Israel,August
182365,8/22/2020,Asia,PHL,Philippines,August
305186,8/22/2020,Asia,SAU,Saudi Arabia,August
11580,8/22/2020,Asia,LBN,Lebanon,August
37894,8/22/2020,Asia,AFG,Afghanistan,August
26,8/22/2020,Asia,TLS,Timor Leste,August
8241,8/22/2020,Asia,TJK,Tajikistan,August
197085,8/22/2020,Asia,IRQ,Iraq,August
2975701,8/22/2020,Asia,IND,India,August
3390,8/22/2020,Asia,THA,Thailand,August
273,8/22/2020,Asia,KHM,Cambodia,August
255723,8/22/2020,Asia,TUR,Turkey,August
435,8/22/2020,Asia,MMR,Myanmar,August
17002,8/22/2020,Asia,KOR,South Korea,August
116481,8/22/2020,Asia,QAT,Qatar,August
48303,8/22/2020,Asia,BHR,Bahrain,August
149408,8/22/2020,Asia,IDN,Indonesia,August
2073,8/22/2020,Asia,SYR,Syria,August
83769,8/21/2020,Asia,OMN,Oman,August
26,8/21/2020,Asia,TLS,Timor Leste,August
2905823,8/21/2020,Asia,IND,India,August
1899,8/21/2020,Asia,YEM,Yemen,August
29645,8/21/2020,Asia,NPL,Nepal,August
192797,8/21/2020,Asia,IRQ,Iraq,August
3390,8/21/2020,Asia,THA,Thailand,August
16670,8/21/2020,Asia,KOR,South Korea,August
153,8/21/2020,Asia,BTN,Bhutan,August
47950,8/21/2020,Asia,BHR,Bahrain,August
37825,8/21/2020,Asia,UZB,Uzbekistan,August
303973,8/21/2020,Asia,SAU,Saudi Arabia,August
59721,8/21/2020,Asia,JPN,Japan,August
56099,8/21/2020,Asia,SGP,Singapore,August
486,8/21/2020,Asia,TWN,Taiwan,August
6370,8/21/2020,Asia,MDV,Maldives,August
147211,8/21/2020,Asia,IDN,Indonesia,August
273,8/21/2020,Asia,KHM,Cambodia,August
2918,8/21/2020,Asia,LKA,Sri Lanka,August
287959,8/21/2020,Asia,BGD,Bangladesh,August
78767,8/21/2020,Asia,KWT,Kuwait,August
8203,8/21/2020,Asia,TJK,Tajikistan,August
409,8/21/2020,Asia,MMR,Myanmar,August
23941,8/21/2020,Asia,PSE,Palestine,August
9240,8/21/2020,Asia,MYS,Malaysia,August
125335,8/21/2020,Asia,KAZ,Kazakhstan,August
291588,8/21/2020,Asia,PAK,Pakistan,August
10952,8/21/2020,Asia,LBN,Lebanon,August
352558,8/21/2020,Asia,IRN,Iran,August
116224,8/21/2020,Asia,QAT,Qatar,August
89567,8/21/2020,Asia,CHN,China,August
298,8/21/2020,Asia,MNG,Mongolia,August
37856,8/21/2020,Asia,AFG,Afghanistan,August
1498,8/21/2020,Asia,JOR,Jordan,August
2008,8/21/2020,Asia,SYR,Syria,August
65802,8/21/2020,Asia,ARE,United Arab Emirates,August
99599,8/21/2020,Asia,ISR,Israel,August
178022,8/21/2020,Asia,PHL,Philippines,August
1007,8/21/2020,Asia,VNM,Vietnam,August
42703,8/21/2020,Asia,KGZ,Kyrgyzstan,August
20,8/21/2020,Asia,LAO,Laos,August
143,8/21/2020,Asia,BRN,Brunei Darussalam,August
254520,8/21/2020,Asia,TUR,Turkey,August
1893,8/20/2020,Asia,YEM,Yemen,August
83606,8/20/2020,Asia,OMN,Oman,August
347835,8/20/2020,Asia,IRN,Iran,August
253108,8/20/2020,Asia,TUR,Turkey,August
1482,8/20/2020,Asia,JOR,Jordan,August
396,8/20/2020,Asia,MMR,Myanmar,August
16346,8/20/2020,Asia,KOR,South Korea,August
10347,8/20/2020,Asia,LBN,Lebanon,August
97969,8/20/2020,Asia,ISR,Israel,August
89527,8/20/2020,Asia,CHN,China,August
2902,8/20/2020,Asia,LKA,Sri Lanka,August
8166,8/20/2020,Asia,TJK,Tajikistan,August
6225,8/20/2020,Asia,MDV,Maldives,August
42325,8/20/2020,Asia,KGZ,Kyrgyzstan,August
302686,8/20/2020,Asia,SAU,Saudi Arabia,August
37759,8/20/2020,Asia,AFG,Afghanistan,August
58501,8/20/2020,Asia,JPN,Japan,August
142,8/20/2020,Asia,BRN,Brunei Darussalam,August
115956,8/20/2020,Asia,QAT,Qatar,August
47185,8/20/2020,Asia,BHR,Bahrain,August
124356,8/20/2020,Asia,KAZ,Kazakhstan,August
285091,8/20/2020,Asia,BGD,Bangladesh,August
28938,8/20/2020,Asia,NPL,Nepal,August
20,8/20/2020,Asia,LAO,Laos,August
173774,8/20/2020,Asia,PHL,Philippines,August
298,8/20/2020,Asia,MNG,Mongolia,August
144945,8/20/2020,Asia,IDN,Indonesia,August
37366,8/20/2020,Asia,UZB,Uzbekistan,August
56031,8/20/2020,Asia,SGP,Singapore,August
78145,8/20/2020,Asia,KWT,Kuwait,August
3389,8/20/2020,Asia,THA,Thailand,August
25,8/20/2020,Asia,TLS,Timor Leste,August
9235,8/20/2020,Asia,MYS,Malaysia,August
290958,8/20/2020,Asia,PAK,Pakistan,August
188802,8/20/2020,Asia,IRQ,Iraq,August
273,8/20/2020,Asia,KHM,Cambodia,August
2836925,8/20/2020,Asia,IND,India,August
23427,8/20/2020,Asia,PSE,Palestine,August
1927,8/20/2020,Asia,SYR,Syria,August
486,8/20/2020,Asia,TWN,Taiwan,August
65341,8/20/2020,Asia,ARE,United Arab Emirates,August
150,8/20/2020,Asia,BTN,Bhutan,August
994,8/20/2020,Asia,VNM,Vietnam,August
123325,8/19/2020,Asia,KAZ,Kazakhstan,August
1764,8/19/2020,Asia,SYR,Syria,August
42146,8/19/2020,Asia,KGZ,Kyrgyzstan,August
347835,8/19/2020,Asia,IRN,Iran,August
143043,8/19/2020,Asia,IDN,Indonesia,August
25,8/19/2020,Asia,TLS,Timor Leste,August
23003,8/19/2020,Asia,PSE,Palestine,August
486,8/19/2020,Asia,TWN,Taiwan,August
298,8/19/2020,Asia,MNG,Mongolia,August
89494,8/19/2020,Asia,CHN,China,August
379,8/19/2020,Asia,MMR,Myanmar,August
282344,8/19/2020,Asia,BGD,Bangladesh,August
1886,8/19/2020,Asia,YEM,Yemen,August
64906,8/19/2020,Asia,ARE,United Arab Emirates,August
77470,8/19/2020,Asia,KWT,Kuwait,August
289832,8/19/2020,Asia,PAK,Pakistan,August
142,8/19/2020,Asia,BRN,Brunei Darussalam,August
2902,8/19/2020,Asia,LKA,Sri Lanka,August
9219,8/19/2020,Asia,MYS,Malaysia,August
989,8/19/2020,Asia,VNM,Vietnam,August
55938,8/19/2020,Asia,SGP,Singapore,August
147,8/19/2020,Asia,BTN,Bhutan,August
3382,8/19/2020,Asia,THA,Thailand,August
301333,8/19/2020,Asia,SAU,Saudi Arabia,August
273,8/19/2020,Asia,KHM,Cambodia,August
1438,8/19/2020,Asia,JOR,Jordan,August
37599,8/19/2020,Asia,AFG,Afghanistan,August
20,8/19/2020,Asia,LAO,Laos,August
96409,8/19/2020,Asia,ISR,Israel,August
57550,8/19/2020,Asia,JPN,Japan,August
47185,8/19/2020,Asia,BHR,Bahrain,August
16058,8/19/2020,Asia,KOR,South Korea,August
28257,8/19/2020,Asia,NPL,Nepal,August
83418,8/19/2020,Asia,OMN,Oman,August
115661,8/19/2020,Asia,QAT,Qatar,August
36760,8/19/2020,Asia,UZB,Uzbekistan,August
169213,8/19/2020,Asia,PHL,Philippines,August
6079,8/19/2020,Asia,MDV,Maldives,August
8131,8/19/2020,Asia,TJK,Tajikistan,August
9337,8/19/2020,Asia,LBN,Lebanon,August
251805,8/19/2020,Asia,TUR,Turkey,August
184709,8/19/2020,Asia,IRQ,Iraq,August
2767273,8/19/2020,Asia,IND,India,August
15761,8/18/2020,Asia,KOR,South Korea,August
20,8/18/2020,Asia,LAO,Laos,August
64541,8/18/2020,Asia,ARE,United Arab Emirates,August
141370,8/18/2020,Asia,IDN,Indonesia,August
289832,8/18/2020,Asia,PAK,Pakistan,August
121973,8/18/2020,Asia,KAZ,Kazakhstan,August
273,8/18/2020,Asia,KHM,Cambodia,August
142,8/18/2020,Asia,BRN,Brunei Darussalam,August
299914,8/18/2020,Asia,SAU,Saudi Arabia,August
25,8/18/2020,Asia,TLS,Timor Leste,August
42146,8/18/2020,Asia,KGZ,Kyrgyzstan,August
2900,8/18/2020,Asia,LKA,Sri Lanka,August
1764,8/18/2020,Asia,SYR,Syria,August
83226,8/18/2020,Asia,OMN,Oman,August
36100,8/18/2020,Asia,UZB,Uzbekistan,August
376,8/18/2020,Asia,MMR,Myanmar,August
485,8/18/2020,Asia,TWN,Taiwan,August
345450,8/18/2020,Asia,IRN,Iran,August
164474,8/18/2020,Asia,PHL,Philippines,August
9212,8/18/2020,Asia,MYS,Malaysia,August
2702742,8/18/2020,Asia,IND,India,August
279144,8/18/2020,Asia,BGD,Bangladesh,August
76827,8/18/2020,Asia,KWT,Kuwait,August
27241,8/18/2020,Asia,NPL,Nepal,August
1882,8/18/2020,Asia,YEM,Yemen,August
95129,8/18/2020,Asia,ISR,Israel,August
55958,8/18/2020,Asia,JPN,Japan,August
146,8/18/2020,Asia,BTN,Bhutan,August
47185,8/18/2020,Asia,BHR,Bahrain,August
9337,8/18/2020,Asia,LBN,Lebanon,August
115368,8/18/2020,Asia,QAT,Qatar,August
5909,8/18/2020,Asia,MDV,Maldives,August
3378,8/18/2020,Asia,THA,Thailand,August
180133,8/18/2020,Asia,IRQ,Iraq,August
55838,8/18/2020,Asia,SGP,Singapore,August
89441,8/18/2020,Asia,CHN,China,August
22391,8/18/2020,Asia,PSE,Palestine,August
250542,8/18/2020,Asia,TUR,Turkey,August
37599,8/18/2020,Asia,AFG,Afghanistan,August
983,8/18/2020,Asia,VNM,Vietnam,August
8099,8/18/2020,Asia,TJK,Tajikistan,August
298,8/18/2020,Asia,MNG,Mongolia,August
1398,8/18/2020,Asia,JOR,Jordan,August
8065,8/17/2020,Asia,TJK,Tajikistan,August
8881,8/17/2020,Asia,LBN,Lebanon,August
121639,8/17/2020,Asia,KAZ,Kazakhstan,August
176931,8/17/2020,Asia,IRQ,Iraq,August
1869,8/17/2020,Asia,YEM,Yemen,August
46430,8/17/2020,Asia,BHR,Bahrain,August
139549,8/17/2020,Asia,IDN,Indonesia,August
20,8/17/2020,Asia,LAO,Laos,August
276549,8/17/2020,Asia,BGD,Bangladesh,August
1677,8/17/2020,Asia,SYR,Syria,August
273,8/17/2020,Asia,KHM,Cambodia,August
83086,8/17/2020,Asia,OMN,Oman,August
25,8/17/2020,Asia,TLS,Timor Leste,August
54952,8/17/2020,Asia,JPN,Japan,August
55747,8/17/2020,Asia,SGP,Singapore,August
76205,8/17/2020,Asia,KWT,Kuwait,August
34944,8/17/2020,Asia,UZB,Uzbekistan,August
5785,8/17/2020,Asia,MDV,Maldives,August
161253,8/17/2020,Asia,PHL,Philippines,August
37596,8/17/2020,Asia,AFG,Afghanistan,August
115080,8/17/2020,Asia,QAT,Qatar,August
964,8/17/2020,Asia,VNM,Vietnam,August
343203,8/17/2020,Asia,IRN,Iran,August
142,8/17/2020,Asia,BRN,Brunei Darussalam,August
2647663,8/17/2020,Asia,IND,India,August
15515,8/17/2020,Asia,KOR,South Korea,August
21935,8/17/2020,Asia,PSE,Palestine,August
249309,8/17/2020,Asia,TUR,Turkey,August
141,8/17/2020,Asia,BTN,Bhutan,August
2893,8/17/2020,Asia,LKA,Sri Lanka,August
298,8/17/2020,Asia,MNG,Mongolia,August
26660,8/17/2020,Asia,NPL,Nepal,August
289215,8/17/2020,Asia,PAK,Pakistan,August
298542,8/17/2020,Asia,SAU,Saudi Arabia,August
92680,8/17/2020,Asia,ISR,Israel,August
375,8/17/2020,Asia,MMR,Myanmar,August
1378,8/17/2020,Asia,JOR,Jordan,August
41991,8/17/2020,Asia,KGZ,Kyrgyzstan,August
3378,8/17/2020,Asia,THA,Thailand,August
9200,8/17/2020,Asia,MYS,Malaysia,August
89375,8/17/2020,Asia,CHN,China,August
64312,8/17/2020,Asia,ARE,United Arab Emirates,August
485,8/17/2020,Asia,TWN,Taiwan,August
297315,8/16/2020,Asia,SAU,Saudi Arabia,August
25,8/16/2020,Asia,TLS,Timor Leste,August
8029,8/16/2020,Asia,TJK,Tajikistan,August
9175,8/16/2020,Asia,MYS,Malaysia,August
75697,8/16/2020,Asia,KWT,Kuwait,August
2890,8/16/2020,Asia,LKA,Sri Lanka,August
5679,8/16/2020,Asia,MDV,Maldives,August
89279,8/16/2020,Asia,CHN,China,August
121161,8/16/2020,Asia,KAZ,Kazakhstan,August
26019,8/16/2020,Asia,NPL,Nepal,August
41856,8/16/2020,Asia,KGZ,Kyrgyzstan,August
92343,8/16/2020,Asia,ISR,Israel,August
1862,8/16/2020,Asia,YEM,Yemen,August
288717,8/16/2020,Asia,PAK,Pakistan,August
374,8/16/2020,Asia,MMR,Myanmar,August
273,8/16/2020,Asia,KHM,Cambodia,August
934,8/16/2020,Asia,VNM,Vietnam,August
1593,8/16/2020,Asia,SYR,Syria,August
298,8/16/2020,Asia,MNG,Mongolia,August
2589682,8/16/2020,Asia,IND,India,August
137468,8/16/2020,Asia,IDN,Indonesia,August
3377,8/16/2020,Asia,THA,Thailand,August
142,8/16/2020,Asia,BRN,Brunei Darussalam,August
484,8/16/2020,Asia,TWN,Taiwan,August
1339,8/16/2020,Asia,JOR,Jordan,August
133,8/16/2020,Asia,BTN,Bhutan,August
34944,8/16/2020,Asia,UZB,Uzbekistan,August
46430,8/16/2020,Asia,BHR,Bahrain,August
157918,8/16/2020,Asia,PHL,Philippines,August
21554,8/16/2020,Asia,PSE,Palestine,August
341070,8/16/2020,Asia,IRN,Iran,August
274525,8/16/2020,Asia,BGD,Bangladesh,August
64102,8/16/2020,Asia,ARE,United Arab Emirates,August
15318,8/16/2020,Asia,KOR,South Korea,August
114809,8/16/2020,Asia,QAT,Qatar,August
248117,8/16/2020,Asia,TUR,Turkey,August
37551,8/16/2020,Asia,AFG,Afghanistan,August
54714,8/16/2020,Asia,JPN,Japan,August
20,8/16/2020,Asia,LAO,Laos,August
172583,8/16/2020,Asia,IRQ,Iraq,August
55661,8/16/2020,Asia,SGP,Singapore,August
82924,8/16/2020,Asia,OMN,Oman,August
8442,8/16/2020,Asia,LBN,Lebanon,August
246861,8/15/2020,Asia,TUR,Turkey,August
15039,8/15/2020,Asia,KOR,South Korea,August
288047,8/15/2020,Asia,PAK,Pakistan,August
2526192,8/15/2020,Asia,IND,India,August
133,8/15/2020,Asia,BTN,Bhutan,August
9149,8/15/2020,Asia,MYS,Malaysia,August
1515,8/15/2020,Asia,SYR,Syria,August
338825,8/15/2020,Asia,IRN,Iran,August
37431,8/15/2020,Asia,AFG,Afghanistan,August
5572,8/15/2020,Asia,MDV,Maldives,August
34251,8/15/2020,Asia,UZB,Uzbekistan,August
46052,8/15/2020,Asia,BHR,Bahrain,August
114532,8/15/2020,Asia,QAT,Qatar,August
21056,8/15/2020,Asia,PSE,Palestine,August
142,8/15/2020,Asia,BRN,Brunei Darussalam,August
168290,8/15/2020,Asia,IRQ,Iraq,August
135123,8/15/2020,Asia,IDN,Indonesia,August
53577,8/15/2020,Asia,JPN,Japan,August
89214,8/15/2020,Asia,CHN,China,August
374,8/15/2020,Asia,MMR,Myanmar,August
55580,8/15/2020,Asia,SGP,Singapore,August
75185,8/15/2020,Asia,KWT,Kuwait,August
295902,8/15/2020,Asia,SAU,Saudi Arabia,August
2886,8/15/2020,Asia,LKA,Sri Lanka,August
153660,8/15/2020,Asia,PHL,Philippines,August
63819,8/15/2020,Asia,ARE,United Arab Emirates,August
1858,8/15/2020,Asia,YEM,Yemen,August
7989,8/15/2020,Asia,TJK,Tajikistan,August
3376,8/15/2020,Asia,THA,Thailand,August
930,8/15/2020,Asia,VNM,Vietnam,August
1329,8/15/2020,Asia,JOR,Jordan,August
271881,8/15/2020,Asia,BGD,Bangladesh,August
25551,8/15/2020,Asia,NPL,Nepal,August
119781,8/15/2020,Asia,KAZ,Kazakhstan,August
273,8/15/2020,Asia,KHM,Cambodia,August
25,8/15/2020,Asia,TLS,Timor Leste,August
91080,8/15/2020,Asia,ISR,Israel,August
8045,8/15/2020,Asia,LBN,Lebanon,August
298,8/15/2020,Asia,MNG,Mongolia,August
20,8/15/2020,Asia,LAO,Laos,August
82743,8/15/2020,Asia,OMN,Oman,August
41373,8/15/2020,Asia,KGZ,Kyrgyzstan,August
482,8/15/2020,Asia,TWN,Taiwan,August
7711,8/14/2020,Asia,LBN,Lebanon,August
89144,8/14/2020,Asia,CHN,China,August
1432,8/14/2020,Asia,SYR,Syria,August
294519,8/14/2020,Asia,SAU,Saudi Arabia,August
287300,8/14/2020,Asia,PAK,Pakistan,August
245635,8/14/2020,Asia,TUR,Turkey,August
269115,8/14/2020,Asia,BGD,Bangladesh,August
1847,8/14/2020,Asia,YEM,Yemen,August
20,8/14/2020,Asia,LAO,Laos,August
2882,8/14/2020,Asia,LKA,Sri Lanka,August
118514,8/14/2020,Asia,KAZ,Kazakhstan,August
369,8/14/2020,Asia,MMR,Myanmar,August
164277,8/14/2020,Asia,IRQ,Iraq,August
131,8/14/2020,Asia,BTN,Bhutan,August
63489,8/14/2020,Asia,ARE,United Arab Emirates,August
9129,8/14/2020,Asia,MYS,Malaysia,August
911,8/14/2020,Asia,VNM,Vietnam,August
273,8/14/2020,Asia,KHM,Cambodia,August
51513,8/14/2020,Asia,JPN,Japan,August
142,8/14/2020,Asia,BRN,Brunei Darussalam,August
37424,8/14/2020,Asia,AFG,Afghanistan,August
33561,8/14/2020,Asia,UZB,Uzbekistan,August
297,8/14/2020,Asia,MNG,Mongolia,August
45726,8/14/2020,Asia,BHR,Bahrain,August
25,8/14/2020,Asia,TLS,Timor Leste,August
20525,8/14/2020,Asia,PSE,Palestine,August
3376,8/14/2020,Asia,THA,Thailand,August
55497,8/14/2020,Asia,SGP,Singapore,August
481,8/14/2020,Asia,TWN,Taiwan,August
132816,8/14/2020,Asia,IDN,Indonesia,August
82531,8/14/2020,Asia,OMN,Oman,August
336324,8/14/2020,Asia,IRN,Iran,August
89822,8/14/2020,Asia,ISR,Israel,August
14873,8/14/2020,Asia,KOR,South Korea,August
24957,8/14/2020,Asia,NPL,Nepal,August
74486,8/14/2020,Asia,KWT,Kuwait,August
41069,8/14/2020,Asia,KGZ,Kyrgyzstan,August
1320,8/14/2020,Asia,JOR,Jordan,August
7950,8/14/2020,Asia,TJK,Tajikistan,August
114281,8/14/2020,Asia,QAT,Qatar,August
5494,8/14/2020,Asia,MDV,Maldives,August
2461190,8/14/2020,Asia,IND,India,August
147526,8/14/2020,Asia,PHL,Philippines,August
297,8/13/2020,Asia,MNG,Mongolia,August
45264,8/13/2020,Asia,BHR,Bahrain,August
37345,8/13/2020,Asia,AFG,Afghanistan,August
128,8/13/2020,Asia,BTN,Bhutan,August
1332,8/13/2020,Asia,SYR,Syria,August
333699,8/13/2020,Asia,IRN,Iran,August
5366,8/13/2020,Asia,MDV,Maldives,August
113938,8/13/2020,Asia,QAT,Qatar,August
883,8/13/2020,Asia,VNM,Vietnam,August
32837,8/13/2020,Asia,UZB,Uzbekistan,August
20093,8/13/2020,Asia,PSE,Palestine,August
1841,8/13/2020,Asia,YEM,Yemen,August
88554,8/13/2020,Asia,ISR,Israel,August
50444,8/13/2020,Asia,JPN,Japan,August
9114,8/13/2020,Asia,MYS,Malaysia,August
1303,8/13/2020,Asia,JOR,Jordan,August
2396637,8/13/2020,Asia,IND,India,August
272,8/13/2020,Asia,KHM,Cambodia,August
7413,8/13/2020,Asia,LBN,Lebanon,August
14770,8/13/2020,Asia,KOR,South Korea,August
160436,8/13/2020,Asia,IRQ,Iraq,August
20,8/13/2020,Asia,LAO,Laos,August
63212,8/13/2020,Asia,ARE,United Arab Emirates,August
481,8/13/2020,Asia,TWN,Taiwan,August
82299,8/13/2020,Asia,OMN,Oman,August
286674,8/13/2020,Asia,PAK,Pakistan,August
117104,8/13/2020,Asia,KAZ,Kazakhstan,August
25,8/13/2020,Asia,TLS,Timor Leste,August
244392,8/13/2020,Asia,TUR,Turkey,August
40759,8/13/2020,Asia,KGZ,Kyrgyzstan,August
7912,8/13/2020,Asia,TJK,Tajikistan,August
130718,8/13/2020,Asia,IDN,Indonesia,August
142,8/13/2020,Asia,BRN,Brunei Darussalam,August
73785,8/13/2020,Asia,KWT,Kuwait,August
24432,8/13/2020,Asia,NPL,Nepal,August
293037,8/13/2020,Asia,SAU,Saudi Arabia,August
266498,8/13/2020,Asia,BGD,Bangladesh,August
55395,8/13/2020,Asia,SGP,Singapore,August
3356,8/13/2020,Asia,THA,Thailand,August
143749,8/13/2020,Asia,PHL,Philippines,August
89045,8/13/2020,Asia,CHN,China,August
2881,8/13/2020,Asia,LKA,Sri Lanka,August
361,8/13/2020,Asia,MMR,Myanmar,August
23948,8/12/2020,Asia,NPL,Nepal,August
360,8/12/2020,Asia,MMR,Myanmar,August
293,8/12/2020,Asia,MNG,Mongolia,August
55353,8/12/2020,Asia,SGP,Singapore,August
263503,8/12/2020,Asia,BGD,Bangladesh,August
268,8/12/2020,Asia,KHM,Cambodia,August
37269,8/12/2020,Asia,AFG,Afghanistan,August
73068,8/12/2020,Asia,KWT,Kuwait,August
9103,8/12/2020,Asia,MYS,Malaysia,August
866,8/12/2020,Asia,VNM,Vietnam,August
14714,8/12/2020,Asia,KOR,South Korea,August
243180,8/12/2020,Asia,TUR,Turkey,August
86959,8/12/2020,Asia,ISR,Israel,August
285921,8/12/2020,Asia,PAK,Pakistan,August
142,8/12/2020,Asia,BRN,Brunei Darussalam,August
113,8/12/2020,Asia,BTN,Bhutan,August
32215,8/12/2020,Asia,UZB,Uzbekistan,August
7121,8/12/2020,Asia,LBN,Lebanon,August
156995,8/12/2020,Asia,IRQ,Iraq,August
128776,8/12/2020,Asia,IDN,Indonesia,August
40759,8/12/2020,Asia,KGZ,Kyrgyzstan,August
88964,8/12/2020,Asia,CHN,China,August
7871,8/12/2020,Asia,TJK,Tajikistan,August
1283,8/12/2020,Asia,JOR,Jordan,August
2880,8/12/2020,Asia,LKA,Sri Lanka,August
139538,8/12/2020,Asia,PHL,Philippines,August
115615,8/12/2020,Asia,KAZ,Kazakhstan,August
49512,8/12/2020,Asia,JPN,Japan,August
2329638,8/12/2020,Asia,IND,India,August
113646,8/12/2020,Asia,QAT,Qatar,August
62966,8/12/2020,Asia,ARE,United Arab Emirates,August
331189,8/12/2020,Asia,IRN,Iran,August
19594,8/12/2020,Asia,PSE,Palestine,August
291468,8/12/2020,Asia,SAU,Saudi Arabia,August
82050,8/12/2020,Asia,OMN,Oman,August
1831,8/12/2020,Asia,YEM,Yemen,August
20,8/12/2020,Asia,LAO,Laos,August
1327,8/12/2020,Asia,SYR,Syria,August
25,8/12/2020,Asia,TLS,Timor Leste,August
3356,8/12/2020,Asia,THA,Thailand,August
5223,8/12/2020,Asia,MDV,Maldives,August
44804,8/12/2020,Asia,BHR,Bahrain,August
481,8/12/2020,Asia,TWN,Taiwan,August
136638,8/11/2020,Asia,PHL,Philippines,August
1831,8/11/2020,Asia,YEM,Yemen,August
2871,8/11/2020,Asia,LKA,Sri Lanka,August
20,8/11/2020,Asia,LAO,Laos,August
285191,8/11/2020,Asia,PAK,Pakistan,August
480,8/11/2020,Asia,TWN,Taiwan,August
23310,8/11/2020,Asia,NPL,Nepal,August
153599,8/11/2020,Asia,IRQ,Iraq,August
44397,8/11/2020,Asia,BHR,Bahrain,August
25,8/11/2020,Asia,TLS,Timor Leste,August
7827,8/11/2020,Asia,TJK,Tajikistan,August
40455,8/11/2020,Asia,KGZ,Kyrgyzstan,August
14660,8/11/2020,Asia,KOR,South Korea,August
9094,8/11/2020,Asia,MYS,Malaysia,August
127083,8/11/2020,Asia,IDN,Indonesia,August
241997,8/11/2020,Asia,TUR,Turkey,August
289947,8/11/2020,Asia,SAU,Saudi Arabia,August
31545,8/11/2020,Asia,UZB,Uzbekistan,August
113,8/11/2020,Asia,BTN,Bhutan,August
2268675,8/11/2020,Asia,IND,India,August
3351,8/11/2020,Asia,THA,Thailand,August
48238,8/11/2020,Asia,JPN,Japan,August
72400,8/11/2020,Asia,KWT,Kuwait,August
85222,8/11/2020,Asia,ISR,Israel,August
266,8/11/2020,Asia,KHM,Cambodia,August
62704,8/11/2020,Asia,ARE,United Arab Emirates,August
846,8/11/2020,Asia,VNM,Vietnam,August
142,8/11/2020,Asia,BRN,Brunei Darussalam,August
6812,8/11/2020,Asia,LBN,Lebanon,August
360,8/11/2020,Asia,MMR,Myanmar,August
55292,8/11/2020,Asia,SGP,Singapore,August
328844,8/11/2020,Asia,IRN,Iran,August
113262,8/11/2020,Asia,QAT,Qatar,August
19121,8/11/2020,Asia,PSE,Palestine,August
81787,8/11/2020,Asia,OMN,Oman,August
293,8/11/2020,Asia,MNG,Mongolia,August
5157,8/11/2020,Asia,MDV,Maldives,August
1188,8/11/2020,Asia,SYR,Syria,August
1268,8/11/2020,Asia,JOR,Jordan,August
113501,8/11/2020,Asia,KAZ,Kazakhstan,August
88906,8/11/2020,Asia,CHN,China,August
37054,8/11/2020,Asia,AFG,Afghanistan,August
260507,8/11/2020,Asia,BGD,Bangladesh,August
1804,8/10/2020,Asia,YEM,Yemen,August
326712,8/10/2020,Asia,IRN,Iran,August
14626,8/10/2020,Asia,KOR,South Korea,August
150115,8/10/2020,Asia,IRQ,Iraq,August
240804,8/10/2020,Asia,TUR,Turkey,August
1252,8/10/2020,Asia,JOR,Jordan,August
22972,8/10/2020,Asia,NPL,Nepal,August
83002,8/10/2020,Asia,ISR,Israel,August
142,8/10/2020,Asia,BRN,Brunei Darussalam,August
9083,8/10/2020,Asia,MYS,Malaysia,August
5041,8/10/2020,Asia,MDV,Maldives,August
