PEOPLE_POSITIVE_CASES_COUNT,REPORT_DATE,CONTINENT_NAME,COUNTRY_ALPHA_3_CODE,COUNTRY_SHORT_NAME,Month
2410,7/4/2020,Asia,MDV,Maldives,July
1147,7/4/2020,Asia,JOR,Jordan,July
9500,7/4/2020,Asia,UZB,Uzbekistan,July
98653,7/4/2020,Asia,QAT,Qatar,July
141,7/4/2020,Asia,KHM,Cambodia,July
648315,7/4/2020,Asia,IND,India,July
40336,7/4/2020,Asia,PHL,Philippines,July
50141,7/4/2020,Asia,ARE,United Arab Emirates,July
60695,7/4/2020,Asia,IDN,Indonesia,July
24,7/4/2020,Asia,TLS,Timor Leste,July
19282,7/4/2020,Asia,JPN,Japan,July
328,7/4/2020,Asia,SYR,Syria,July
2069,7/4/2020,Asia,LKA,Sri Lanka,July
56020,7/4/2020,Asia,IRQ,Iraq,July
48672,7/4/2020,Asia,KWT,Kuwait,July
1136,7/3/2020,Asia,JOR,Jordan,July
449,7/3/2020,Asia,TWN,Taiwan,July
220,7/3/2020,Asia,MNG,Mongolia,July
202284,7/3/2020,Asia,TUR,Turkey,July
24,7/3/2020,Asia,TLS,Timor Leste,July
6058,7/3/2020,Asia,TJK,Tajikistan,July
8643,7/3/2020,Asia,MYS,Malaysia,July
312,7/3/2020,Asia,SYR,Syria,July
59394,7/3/2020,Asia,IDN,Indonesia,July
141,7/3/2020,Asia,BRN,Brunei Darussalam,July
141,7/3/2020,Asia,KHM,Cambodia,July
27542,7/3/2020,Asia,ISR,Israel,July
19,7/3/2020,Asia,LAO,Laos,July
14519,7/3/2020,Asia,NPL,Nepal,July
6767,7/3/2020,Asia,KGZ,Kyrgyzstan,July
232863,7/3/2020,Asia,IRN,Iran,July
12967,7/3/2020,Asia,KOR,South Korea,July
9199,7/3/2020,Asia,UZB,Uzbekistan,July
47859,7/3/2020,Asia,KWT,Kuwait,July
77,7/3/2020,Asia,BTN,Bhutan,July
3417,7/3/2020,Asia,PSE,Palestine,July
38805,7/3/2020,Asia,PHL,Philippines,July
153277,7/3/2020,Asia,BGD,Bangladesh,July
3180,7/3/2020,Asia,THA,Thailand,July
42555,7/3/2020,Asia,OMN,Oman,July
97897,7/3/2020,Asia,QAT,Qatar,July
44310,7/3/2020,Asia,SGP,Singapore,July
49469,7/3/2020,Asia,ARE,United Arab Emirates,July
625544,7/3/2020,Asia,IND,India,July
197608,7/3/2020,Asia,SAU,Saudi Arabia,July
19068,7/3/2020,Asia,JPN,Japan,July
32022,7/3/2020,Asia,AFG,Afghanistan,July
1221,7/3/2020,Asia,YEM,Yemen,July
221896,7/3/2020,Asia,PAK,Pakistan,July
2400,7/3/2020,Asia,MDV,Maldives,July
304,7/3/2020,Asia,MMR,Myanmar,July
355,7/3/2020,Asia,VNM,Vietnam,July
27837,7/3/2020,Asia,BHR,Bahrain,July
53708,7/3/2020,Asia,IRQ,Iraq,July
2066,7/3/2020,Asia,LKA,Sri Lanka,July
44075,7/3/2020,Asia,KAZ,Kazakhstan,July
1796,7/3/2020,Asia,LBN,Lebanon,July
84830,7/3/2020,Asia,CHN,China,July
84816,7/2/2020,Asia,CHN,China,July
2054,7/2/2020,Asia,LKA,Sri Lanka,July
12904,7/2/2020,Asia,KOR,South Korea,July
46940,7/2/2020,Asia,KWT,Kuwait,July
38511,7/2/2020,Asia,PHL,Philippines,July
3095,7/2/2020,Asia,PSE,Palestine,July
14046,7/2/2020,Asia,NPL,Nepal,July
57770,7/2/2020,Asia,IDN,Indonesia,July
5735,7/2/2020,Asia,KGZ,Kyrgyzstan,July
51524,7/2/2020,Asia,IRQ,Iraq,July
24,7/2/2020,Asia,TLS,Timor Leste,July
1190,7/2/2020,Asia,YEM,Yemen,July
97003,7/2/2020,Asia,QAT,Qatar,July
230211,7/2/2020,Asia,IRN,Iran,July
1133,7/2/2020,Asia,JOR,Jordan,July
31836,7/2/2020,Asia,AFG,Afghanistan,July
3179,7/2/2020,Asia,THA,Thailand,July
27414,7/2/2020,Asia,BHR,Bahrain,July
304,7/2/2020,Asia,MMR,Myanmar,July
194225,7/2/2020,Asia,SAU,Saudi Arabia,July
18874,7/2/2020,Asia,JPN,Japan,July
26257,7/2/2020,Asia,ISR,Israel,July
41194,7/2/2020,Asia,OMN,Oman,July
448,7/2/2020,Asia,TWN,Taiwan,July
6005,7/2/2020,Asia,TJK,Tajikistan,July
44122,7/2/2020,Asia,SGP,Singapore,July
149258,7/2/2020,Asia,BGD,Bangladesh,July
220,7/2/2020,Asia,MNG,Mongolia,July
2382,7/2/2020,Asia,MDV,Maldives,July
293,7/2/2020,Asia,SYR,Syria,July
604641,7/2/2020,Asia,IND,India,July
49069,7/2/2020,Asia,ARE,United Arab Emirates,July
201098,7/2/2020,Asia,TUR,Turkey,July
1788,7/2/2020,Asia,LBN,Lebanon,July
42574,7/2/2020,Asia,KAZ,Kazakhstan,July
141,7/2/2020,Asia,KHM,Cambodia,July
8640,7/2/2020,Asia,MYS,Malaysia,July
141,7/2/2020,Asia,BRN,Brunei Darussalam,July
355,7/2/2020,Asia,VNM,Vietnam,July
8904,7/2/2020,Asia,UZB,Uzbekistan,July
217809,7/2/2020,Asia,PAK,Pakistan,July
77,7/2/2020,Asia,BTN,Bhutan,July
19,7/2/2020,Asia,LAO,Laos,July
220,7/1/2020,Asia,MNG,Mongolia,July
24,7/1/2020,Asia,TLS,Timor Leste,July
56385,7/1/2020,Asia,IDN,Indonesia,July
40070,7/1/2020,Asia,OMN,Oman,July
84785,7/1/2020,Asia,CHN,China,July
1132,7/1/2020,Asia,JOR,Jordan,July
49109,7/1/2020,Asia,IRQ,Iraq,July
299,7/1/2020,Asia,MMR,Myanmar,July
96088,7/1/2020,Asia,QAT,Qatar,July
8627,7/1/2020,Asia,UZB,Uzbekistan,July
43907,7/1/2020,Asia,SGP,Singapore,July
141,7/1/2020,Asia,BRN,Brunei Darussalam,July
3173,7/1/2020,Asia,THA,Thailand,July
8639,7/1/2020,Asia,MYS,Malaysia,July
279,7/1/2020,Asia,SYR,Syria,July
199906,7/1/2020,Asia,TUR,Turkey,July
585493,7/1/2020,Asia,IND,India,July
141,7/1/2020,Asia,KHM,Cambodia,July
447,7/1/2020,Asia,TWN,Taiwan,July
2765,7/1/2020,Asia,PSE,Palestine,July
19,7/1/2020,Asia,LAO,Laos,July
2361,7/1/2020,Asia,MDV,Maldives,July
145483,7/1/2020,Asia,BGD,Bangladesh,July
5735,7/1/2020,Asia,KGZ,Kyrgyzstan,July
18723,7/1/2020,Asia,JPN,Japan,July
48667,7/1/2020,Asia,ARE,United Arab Emirates,July
77,7/1/2020,Asia,BTN,Bhutan,July
213470,7/1/2020,Asia,PAK,Pakistan,July
1778,7/1/2020,Asia,LBN,Lebanon,July
5954,7/1/2020,Asia,TJK,Tajikistan,July
37514,7/1/2020,Asia,PHL,Philippines,July
190823,7/1/2020,Asia,SAU,Saudi Arabia,July
46195,7/1/2020,Asia,KWT,Kuwait,July
2047,7/1/2020,Asia,LKA,Sri Lanka,July
12850,7/1/2020,Asia,KOR,South Korea,July
41065,7/1/2020,Asia,KAZ,Kazakhstan,July
31517,7/1/2020,Asia,AFG,Afghanistan,July
1158,7/1/2020,Asia,YEM,Yemen,July
25244,7/1/2020,Asia,ISR,Israel,July
227662,7/1/2020,Asia,IRN,Iran,July
13564,7/1/2020,Asia,NPL,Nepal,July
26758,7/1/2020,Asia,BHR,Bahrain,July
355,7/1/2020,Asia,VNM,Vietnam,July
31238,6/30/2020,Asia,AFG,Afghanistan,June
13248,6/30/2020,Asia,NPL,Nepal,June
355,6/30/2020,Asia,VNM,Vietnam,June
8637,6/30/2020,Asia,MYS,Malaysia,June
48246,6/30/2020,Asia,ARE,United Arab Emirates,June
198613,6/30/2020,Asia,TUR,Turkey,June
45524,6/30/2020,Asia,KWT,Kuwait,June
299,6/30/2020,Asia,MMR,Myanmar,June
225205,6/30/2020,Asia,IRN,Iran,June
84780,6/30/2020,Asia,CHN,China,June
1128,6/30/2020,Asia,JOR,Jordan,June
36438,6/30/2020,Asia,PHL,Philippines,June
141,6/30/2020,Asia,BRN,Brunei Darussalam,June
141801,6/30/2020,Asia,BGD,Bangladesh,June
47151,6/30/2020,Asia,IRQ,Iraq,June
5900,6/30/2020,Asia,TJK,Tajikistan,June
24441,6/30/2020,Asia,ISR,Israel,June
55092,6/30/2020,Asia,IDN,Indonesia,June
19,6/30/2020,Asia,LAO,Laos,June
3171,6/30/2020,Asia,THA,Thailand,June
2336,6/30/2020,Asia,MDV,Maldives,June
24,6/30/2020,Asia,TLS,Timor Leste,June
8298,6/30/2020,Asia,UZB,Uzbekistan,June
39060,6/30/2020,Asia,OMN,Oman,June
220,6/30/2020,Asia,MNG,Mongolia,June
1128,6/30/2020,Asia,YEM,Yemen,June
26239,6/30/2020,Asia,BHR,Bahrain,June
77,6/30/2020,Asia,BTN,Bhutan,June
209337,6/30/2020,Asia,PAK,Pakistan,June
1745,6/30/2020,Asia,LBN,Lebanon,June
12800,6/30/2020,Asia,KOR,South Korea,June
43661,6/30/2020,Asia,SGP,Singapore,June
269,6/30/2020,Asia,SYR,Syria,June
21819,6/30/2020,Asia,KAZ,Kazakhstan,June
566840,6/30/2020,Asia,IND,India,June
186436,6/30/2020,Asia,SAU,Saudi Arabia,June
18593,6/30/2020,Asia,JPN,Japan,June
447,6/30/2020,Asia,TWN,Taiwan,June
2042,6/30/2020,Asia,LKA,Sri Lanka,June
141,6/30/2020,Asia,KHM,Cambodia,June
2443,6/30/2020,Asia,PSE,Palestine,June
95106,6/30/2020,Asia,QAT,Qatar,June
5296,6/30/2020,Asia,KGZ,Kyrgyzstan,June
197239,6/29/2020,Asia,TUR,Turkey,June
2037,6/29/2020,Asia,LKA,Sri Lanka,June
182493,6/29/2020,Asia,SAU,Saudi Arabia,June
206512,6/29/2020,Asia,PAK,Pakistan,June
5017,6/29/2020,Asia,KGZ,Kyrgyzstan,June
94413,6/29/2020,Asia,QAT,Qatar,June
1121,6/29/2020,Asia,JOR,Jordan,June
137787,6/29/2020,Asia,BGD,Bangladesh,June
1740,6/29/2020,Asia,LBN,Lebanon,June
47797,6/29/2020,Asia,ARE,United Arab Emirates,June
12757,6/29/2020,Asia,KOR,South Korea,June
76,6/29/2020,Asia,BTN,Bhutan,June
19,6/29/2020,Asia,LAO,Laos,June
43459,6/29/2020,Asia,SGP,Singapore,June
2323,6/29/2020,Asia,MDV,Maldives,June
54010,6/29/2020,Asia,IDN,Indonesia,June
44942,6/29/2020,Asia,KWT,Kuwait,June
84757,6/29/2020,Asia,CHN,China,June
38150,6/29/2020,Asia,OMN,Oman,June
548318,6/29/2020,Asia,IND,India,June
1118,6/29/2020,Asia,YEM,Yemen,June
30967,6/29/2020,Asia,AFG,Afghanistan,June
447,6/29/2020,Asia,TWN,Taiwan,June
299,6/29/2020,Asia,MMR,Myanmar,June
355,6/29/2020,Asia,VNM,Vietnam,June
222669,6/29/2020,Asia,IRN,Iran,June
23755,6/29/2020,Asia,ISR,Israel,June
3162,6/29/2020,Asia,THA,Thailand,June
35455,6/29/2020,Asia,PHL,Philippines,June
256,6/29/2020,Asia,SYR,Syria,June
220,6/29/2020,Asia,MNG,Mongolia,June
8634,6/29/2020,Asia,MYS,Malaysia,June
2248,6/29/2020,Asia,PSE,Palestine,June
18476,6/29/2020,Asia,JPN,Japan,June
12772,6/29/2020,Asia,NPL,Nepal,June
141,6/29/2020,Asia,KHM,Cambodia,June
24,6/29/2020,Asia,TLS,Timor Leste,June
5849,6/29/2020,Asia,TJK,Tajikistan,June
141,6/29/2020,Asia,BRN,Brunei Darussalam,June
21327,6/29/2020,Asia,KAZ,Kazakhstan,June
25705,6/29/2020,Asia,BHR,Bahrain,June
8031,6/29/2020,Asia,UZB,Uzbekistan,June
45402,6/29/2020,Asia,IRQ,Iraq,June
23421,6/28/2020,Asia,ISR,Israel,June
178504,6/28/2020,Asia,SAU,Saudi Arabia,June
256,6/28/2020,Asia,SYR,Syria,June
34803,6/28/2020,Asia,PHL,Philippines,June
20780,6/28/2020,Asia,KAZ,Kazakhstan,June
296,6/28/2020,Asia,MMR,Myanmar,June
24,6/28/2020,Asia,TLS,Timor Leste,June
43246,6/28/2020,Asia,SGP,Singapore,June
8616,6/28/2020,Asia,MYS,Malaysia,June
47360,6/28/2020,Asia,ARE,United Arab Emirates,June
36953,6/28/2020,Asia,OMN,Oman,June
141,6/28/2020,Asia,BRN,Brunei Darussalam,June
1111,6/28/2020,Asia,JOR,Jordan,June
12715,6/28/2020,Asia,KOR,South Korea,June
4748,6/28/2020,Asia,KGZ,Kyrgyzstan,June
76,6/28/2020,Asia,BTN,Bhutan,June
11755,6/28/2020,Asia,NPL,Nepal,June
1719,6/28/2020,Asia,LBN,Lebanon,June
447,6/28/2020,Asia,TWN,Taiwan,June
52812,6/28/2020,Asia,IDN,Indonesia,June
25267,6/28/2020,Asia,BHR,Bahrain,June
528859,6/28/2020,Asia,IND,India,June
141,6/28/2020,Asia,KHM,Cambodia,June
18390,6/28/2020,Asia,JPN,Japan,June
2305,6/28/2020,Asia,MDV,Maldives,June
195883,6/28/2020,Asia,TUR,Turkey,June
5799,6/28/2020,Asia,TJK,Tajikistan,June
3162,6/28/2020,Asia,THA,Thailand,June
43262,6/28/2020,Asia,IRQ,Iraq,June
133978,6/28/2020,Asia,BGD,Bangladesh,June
220180,6/28/2020,Asia,IRN,Iran,June
93663,6/28/2020,Asia,QAT,Qatar,June
2053,6/28/2020,Asia,PSE,Palestine,June
44391,6/28/2020,Asia,KWT,Kuwait,June
19,6/28/2020,Asia,LAO,Laos,June
84743,6/28/2020,Asia,CHN,China,June
219,6/28/2020,Asia,MNG,Mongolia,June
1103,6/28/2020,Asia,YEM,Yemen,June
354,6/28/2020,Asia,VNM,Vietnam,June
30616,6/28/2020,Asia,AFG,Afghanistan,June
7725,6/28/2020,Asia,UZB,Uzbekistan,June
202955,6/28/2020,Asia,PAK,Pakistan,June
2033,6/28/2020,Asia,LKA,Sri Lanka,June
41193,6/27/2020,Asia,IRQ,Iraq,June
447,6/27/2020,Asia,TWN,Taiwan,June
84725,6/27/2020,Asia,CHN,China,June
7490,6/27/2020,Asia,UZB,Uzbekistan,June
36034,6/27/2020,Asia,OMN,Oman,June
174577,6/27/2020,Asia,SAU,Saudi Arabia,June
353,6/27/2020,Asia,VNM,Vietnam,June
130474,6/27/2020,Asia,BGD,Bangladesh,June
20319,6/27/2020,Asia,KAZ,Kazakhstan,June
1795,6/27/2020,Asia,PSE,Palestine,June
141,6/27/2020,Asia,BRN,Brunei Darussalam,June
75,6/27/2020,Asia,BTN,Bhutan,June
219,6/27/2020,Asia,MNG,Mongolia,June
22800,6/27/2020,Asia,ISR,Israel,June
92784,6/27/2020,Asia,QAT,Qatar,June
5747,6/27/2020,Asia,TJK,Tajikistan,June
293,6/27/2020,Asia,MMR,Myanmar,June
1104,6/27/2020,Asia,JOR,Jordan,June
43703,6/27/2020,Asia,KWT,Kuwait,June
198883,6/27/2020,Asia,PAK,Pakistan,June
8606,6/27/2020,Asia,MYS,Malaysia,June
24,6/27/2020,Asia,TLS,Timor Leste,June
34073,6/27/2020,Asia,PHL,Philippines,June
139,6/27/2020,Asia,KHM,Cambodia,June
255,6/27/2020,Asia,SYR,Syria,June
1089,6/27/2020,Asia,YEM,Yemen,June
12653,6/27/2020,Asia,KOR,South Korea,June
46973,6/27/2020,Asia,ARE,United Arab Emirates,June
508953,6/27/2020,Asia,IND,India,June
1697,6/27/2020,Asia,LBN,Lebanon,June
194511,6/27/2020,Asia,TUR,Turkey,June
42955,6/27/2020,Asia,SGP,Singapore,June
18297,6/27/2020,Asia,JPN,Japan,June
30451,6/27/2020,Asia,AFG,Afghanistan,June
51427,6/27/2020,Asia,IDN,Indonesia,June
4513,6/27/2020,Asia,KGZ,Kyrgyzstan,June
24805,6/27/2020,Asia,BHR,Bahrain,June
19,6/27/2020,Asia,LAO,Laos,June
3162,6/27/2020,Asia,THA,Thailand,June
11755,6/27/2020,Asia,NPL,Nepal,June
217724,6/27/2020,Asia,IRN,Iran,June
2283,6/27/2020,Asia,MDV,Maldives,June
2014,6/27/2020,Asia,LKA,Sri Lanka,June
84701,6/26/2020,Asia,CHN,China,June
5691,6/26/2020,Asia,TJK,Tajikistan,June
7228,6/26/2020,Asia,UZB,Uzbekistan,June
170639,6/26/2020,Asia,SAU,Saudi Arabia,June
1588,6/26/2020,Asia,PSE,Palestine,June
42788,6/26/2020,Asia,KWT,Kuwait,June
19,6/26/2020,Asia,LAO,Laos,June
34902,6/26/2020,Asia,OMN,Oman,June
24,6/26/2020,Asia,TLS,Timor Leste,June
3158,6/26/2020,Asia,THA,Thailand,June
42736,6/26/2020,Asia,SGP,Singapore,June
2277,6/26/2020,Asia,MDV,Maldives,June
126606,6/26/2020,Asia,BGD,Bangladesh,June
1076,6/26/2020,Asia,YEM,Yemen,June
30175,6/26/2020,Asia,AFG,Afghanistan,June
8600,6/26/2020,Asia,MYS,Malaysia,June
24081,6/26/2020,Asia,BHR,Bahrain,June
193115,6/26/2020,Asia,TUR,Turkey,June
215096,6/26/2020,Asia,IRN,Iran,June
12602,6/26/2020,Asia,KOR,South Korea,June
447,6/26/2020,Asia,TWN,Taiwan,June
39139,6/26/2020,Asia,IRQ,Iraq,June
2010,6/26/2020,Asia,LKA,Sri Lanka,June
33069,6/26/2020,Asia,PHL,Philippines,June
1662,6/26/2020,Asia,LBN,Lebanon,June
195745,6/26/2020,Asia,PAK,Pakistan,June
91838,6/26/2020,Asia,QAT,Qatar,June
490401,6/26/2020,Asia,IND,India,June
70,6/26/2020,Asia,BTN,Bhutan,June
19750,6/26/2020,Asia,KAZ,Kazakhstan,June
50187,6/26/2020,Asia,IDN,Indonesia,June
293,6/26/2020,Asia,MMR,Myanmar,June
141,6/26/2020,Asia,BRN,Brunei Darussalam,June
46563,6/26/2020,Asia,ARE,United Arab Emirates,June
130,6/26/2020,Asia,KHM,Cambodia,June
18197,6/26/2020,Asia,JPN,Japan,June
11162,6/26/2020,Asia,NPL,Nepal,June
352,6/26/2020,Asia,VNM,Vietnam,June
219,6/26/2020,Asia,MNG,Mongolia,June
1086,6/26/2020,Asia,JOR,Jordan,June
242,6/26/2020,Asia,SYR,Syria,June
4204,6/26/2020,Asia,KGZ,Kyrgyzstan,June
22400,6/26/2020,Asia,ISR,Israel,June
23570,6/25/2020,Asia,BHR,Bahrain,June
122660,6/25/2020,Asia,BGD,Bangladesh,June
19,6/25/2020,Asia,LAO,Laos,June
293,6/25/2020,Asia,MMR,Myanmar,June
2261,6/25/2020,Asia,MDV,Maldives,June
36702,6/25/2020,Asia,IRQ,Iraq,June
191657,6/25/2020,Asia,TUR,Turkey,June
167267,6/25/2020,Asia,SAU,Saudi Arabia,June
8596,6/25/2020,Asia,MYS,Malaysia,June
84673,6/25/2020,Asia,CHN,China,June
70,6/25/2020,Asia,BTN,Bhutan,June
1644,6/25/2020,Asia,LBN,Lebanon,June
22044,6/25/2020,Asia,ISR,Israel,June
1534,6/25/2020,Asia,PSE,Palestine,June
446,6/25/2020,Asia,TWN,Taiwan,June
231,6/25/2020,Asia,SYR,Syria,June
12563,6/25/2020,Asia,KOR,South Korea,June
49009,6/25/2020,Asia,IDN,Indonesia,June
6990,6/25/2020,Asia,UZB,Uzbekistan,June
32295,6/25/2020,Asia,PHL,Philippines,June
42623,6/25/2020,Asia,SGP,Singapore,June
29715,6/25/2020,Asia,AFG,Afghanistan,June
46133,6/25/2020,Asia,ARE,United Arab Emirates,June
192970,6/25/2020,Asia,PAK,Pakistan,June
2001,6/25/2020,Asia,LKA,Sri Lanka,June
3158,6/25/2020,Asia,THA,Thailand,June
1071,6/25/2020,Asia,JOR,Jordan,June
141,6/25/2020,Asia,BRN,Brunei Darussalam,June
19285,6/25/2020,Asia,KAZ,Kazakhstan,June
352,6/25/2020,Asia,VNM,Vietnam,June
473105,6/25/2020,Asia,IND,India,June
3954,6/25/2020,Asia,KGZ,Kyrgyzstan,June
24,6/25/2020,Asia,TLS,Timor Leste,June
41879,6/25/2020,Asia,KWT,Kuwait,June
130,6/25/2020,Asia,KHM,Cambodia,June
216,6/25/2020,Asia,MNG,Mongolia,June
33536,6/25/2020,Asia,OMN,Oman,June
5630,6/25/2020,Asia,TJK,Tajikistan,June
18110,6/25/2020,Asia,JPN,Japan,June
1015,6/25/2020,Asia,YEM,Yemen,June
10728,6/25/2020,Asia,NPL,Nepal,June
212501,6/25/2020,Asia,IRN,Iran,June
90778,6/25/2020,Asia,QAT,Qatar,June
130,6/24/2020,Asia,KHM,Cambodia,June
24,6/24/2020,Asia,TLS,Timor Leste,June
1991,6/24/2020,Asia,LKA,Sri Lanka,June
231,6/24/2020,Asia,SYR,Syria,June
21512,6/24/2020,Asia,ISR,Israel,June
349,6/24/2020,Asia,VNM,Vietnam,June
215,6/24/2020,Asia,MNG,Mongolia,June
141,6/24/2020,Asia,BRN,Brunei Darussalam,June
19,6/24/2020,Asia,LAO,Laos,June
18765,6/24/2020,Asia,KAZ,Kazakhstan,June
190165,6/24/2020,Asia,TUR,Turkey,June
6755,6/24/2020,Asia,UZB,Uzbekistan,June
8590,6/24/2020,Asia,MYS,Malaysia,June
84653,6/24/2020,Asia,CHN,China,June
34502,6/24/2020,Asia,IRQ,Iraq,June
188926,6/24/2020,Asia,PAK,Pakistan,June
446,6/24/2020,Asia,TWN,Taiwan,June
29481,6/24/2020,Asia,AFG,Afghanistan,June
70,6/24/2020,Asia,BTN,Bhutan,June
1047,6/24/2020,Asia,JOR,Jordan,June
3156,6/24/2020,Asia,THA,Thailand,June
1375,6/24/2020,Asia,PSE,Palestine,June
5567,6/24/2020,Asia,TJK,Tajikistan,June
992,6/24/2020,Asia,YEM,Yemen,June
89579,6/24/2020,Asia,QAT,Qatar,June
209970,6/24/2020,Asia,IRN,Iran,June
456183,6/24/2020,Asia,IND,India,June
23062,6/24/2020,Asia,BHR,Bahrain,June
1622,6/24/2020,Asia,LBN,Lebanon,June
2238,6/24/2020,Asia,MDV,Maldives,June
32394,6/24/2020,Asia,OMN,Oman,June
42432,6/24/2020,Asia,SGP,Singapore,June
164144,6/24/2020,Asia,SAU,Saudi Arabia,June
3726,6/24/2020,Asia,KGZ,Kyrgyzstan,June
292,6/24/2020,Asia,MMR,Myanmar,June
31825,6/24/2020,Asia,PHL,Philippines,June
47896,6/24/2020,Asia,IDN,Indonesia,June
119198,6/24/2020,Asia,BGD,Bangladesh,June
45683,6/24/2020,Asia,ARE,United Arab Emirates,June
12535,6/24/2020,Asia,KOR,South Korea,June
41033,6/24/2020,Asia,KWT,Kuwait,June
18027,6/24/2020,Asia,JPN,Japan,June
9026,6/24/2020,Asia,NPL,Nepal,June
21082,6/23/2020,Asia,ISR,Israel,June
1603,6/23/2020,Asia,LBN,Lebanon,June
88403,6/23/2020,Asia,QAT,Qatar,June
3151,6/23/2020,Asia,THA,Thailand,June
69,6/23/2020,Asia,BTN,Bhutan,June
22407,6/23/2020,Asia,BHR,Bahrain,June
45303,6/23/2020,Asia,ARE,United Arab Emirates,June
5513,6/23/2020,Asia,TJK,Tajikistan,June
130,6/23/2020,Asia,KHM,Cambodia,June
1042,6/23/2020,Asia,JOR,Jordan,June
188897,6/23/2020,Asia,TUR,Turkey,June
219,6/23/2020,Asia,SYR,Syria,June
30682,6/23/2020,Asia,PHL,Philippines,June
46845,6/23/2020,Asia,IDN,Indonesia,June
3519,6/23/2020,Asia,KGZ,Kyrgyzstan,June
19,6/23/2020,Asia,LAO,Laos,June
185034,6/23/2020,Asia,PAK,Pakistan,June
8587,6/23/2020,Asia,MYS,Malaysia,June
967,6/23/2020,Asia,YEM,Yemen,June
141,6/23/2020,Asia,BRN,Brunei Darussalam,June
29143,6/23/2020,Asia,AFG,Afghanistan,June
32676,6/23/2020,Asia,IRQ,Iraq,June
40291,6/23/2020,Asia,KWT,Kuwait,June
349,6/23/2020,Asia,VNM,Vietnam,June
9026,6/23/2020,Asia,NPL,Nepal,June
84624,6/23/2020,Asia,CHN,China,June
161005,6/23/2020,Asia,SAU,Saudi Arabia,June
6500,6/23/2020,Asia,UZB,Uzbekistan,June
446,6/23/2020,Asia,TWN,Taiwan,June
24,6/23/2020,Asia,TLS,Timor Leste,June
1951,6/23/2020,Asia,LKA,Sri Lanka,June
207525,6/23/2020,Asia,IRN,Iran,June
215,6/23/2020,Asia,MNG,Mongolia,June
2217,6/23/2020,Asia,MDV,Maldives,June
31076,6/23/2020,Asia,OMN,Oman,June
291,6/23/2020,Asia,MMR,Myanmar,June
12484,6/23/2020,Asia,KOR,South Korea,June
17968,6/23/2020,Asia,JPN,Japan,June
115786,6/23/2020,Asia,BGD,Bangladesh,June
440215,6/23/2020,Asia,IND,India,June
18231,6/23/2020,Asia,KAZ,Kazakhstan,June
42313,6/23/2020,Asia,SGP,Singapore,June
1196,6/23/2020,Asia,PSE,Palestine,June
157612,6/22/2020,Asia,SAU,Saudi Arabia,June
141,6/22/2020,Asia,BRN,Brunei Darussalam,June
19,6/22/2020,Asia,LAO,Laos,June
1022,6/22/2020,Asia,PSE,Palestine,June
87369,6/22/2020,Asia,QAT,Qatar,June
3356,6/22/2020,Asia,KGZ,Kyrgyzstan,June
1587,6/22/2020,Asia,LBN,Lebanon,June
29471,6/22/2020,Asia,OMN,Oman,June
20778,6/22/2020,Asia,ISR,Israel,June
1950,6/22/2020,Asia,LKA,Sri Lanka,June
941,6/22/2020,Asia,YEM,Yemen,June
84572,6/22/2020,Asia,CHN,China,June
68,6/22/2020,Asia,BTN,Bhutan,June
17732,6/22/2020,Asia,KAZ,Kazakhstan,June
42095,6/22/2020,Asia,SGP,Singapore,June
2203,6/22/2020,Asia,MDV,Maldives,June
30052,6/22/2020,Asia,PHL,Philippines,June
28833,6/22/2020,Asia,AFG,Afghanistan,June
17916,6/22/2020,Asia,JPN,Japan,June
21764,6/22/2020,Asia,BHR,Bahrain,June
12438,6/22/2020,Asia,KOR,South Korea,June
24,6/22/2020,Asia,TLS,Timor Leste,June
5457,6/22/2020,Asia,TJK,Tajikistan,June
1033,6/22/2020,Asia,JOR,Jordan,June
8572,6/22/2020,Asia,MYS,Malaysia,June
129,6/22/2020,Asia,KHM,Cambodia,June
6358,6/22/2020,Asia,UZB,Uzbekistan,June
446,6/22/2020,Asia,TWN,Taiwan,June
3148,6/22/2020,Asia,THA,Thailand,June
425282,6/22/2020,Asia,IND,India,June
204,6/22/2020,Asia,SYR,Syria,June
44925,6/22/2020,Asia,ARE,United Arab Emirates,June
30868,6/22/2020,Asia,IRQ,Iraq,June
213,6/22/2020,Asia,MNG,Mongolia,June
290,6/22/2020,Asia,MMR,Myanmar,June
39650,6/22/2020,Asia,KWT,Kuwait,June
187685,6/22/2020,Asia,TUR,Turkey,June
45891,6/22/2020,Asia,IDN,Indonesia,June
349,6/22/2020,Asia,VNM,Vietnam,June
204952,6/22/2020,Asia,IRN,Iran,June
9026,6/22/2020,Asia,NPL,Nepal,June
181088,6/22/2020,Asia,PAK,Pakistan,June
112306,6/22/2020,Asia,BGD,Bangladesh,June
923,6/21/2020,Asia,YEM,Yemen,June
1950,6/21/2020,Asia,LKA,Sri Lanka,June
108775,6/21/2020,Asia,BGD,Bangladesh,June
12421,6/21/2020,Asia,KOR,South Korea,June
202584,6/21/2020,Asia,IRN,Iran,June
154233,6/21/2020,Asia,SAU,Saudi Arabia,June
41833,6/21/2020,Asia,SGP,Singapore,June
176617,6/21/2020,Asia,PAK,Pakistan,June
287,6/21/2020,Asia,MMR,Myanmar,June
44533,6/21/2020,Asia,ARE,United Arab Emirates,June
3147,6/21/2020,Asia,THA,Thailand,June
446,6/21/2020,Asia,TWN,Taiwan,June
